n,k,r,h,source_sink_from_different_branches,astar_connected,astar_path_length,astar_time,bidirectional_bfs_connected,bidirectional_bfs_path_length,bidirectional_bfs_time
5,4,4,0,True,False,-1,0.008918,False,-1,0.006255
5,4,4,0,True,False,-1,0.008700,False,-1,0.006322
5,4,4,0,True,False,-1,0.008846,False,-1,0.006299
5,4,4,0,True,False,-1,0.008768,False,-1,0.006391
5,4,4,0,True,False,-1,0.008922,False,-1,0.006253
5,4,4,0,True,False,-1,0.008663,False,-1,0.006315
5,4,4,0,True,False,-1,0.008785,False,-1,0.006386
5,4,4,0,True,False,-1,0.008804,False,-1,0.006385
5,4,4,0,True,False,-1,0.008761,False,-1,0.006298
5,4,4,0,True,False,-1,0.008829,False,-1,0.006349
