n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
6,4,3,True,0.047132,False,0.000002,False,-1,0.733638,False,-1,0.023159,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.711239,False,-1,0.023041,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.762123,False,-1,0.023092,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.724465,False,-1,0.023143,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.748273,False,-1,0.023089,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.784302,False,-1,0.023126,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.768295,False,-1,0.023211,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.781810,False,-1,0.023076,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.902596,False,-1,0.023107,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.792742,False,-1,0.023041,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.939875,False,-1,0.022970,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.780252,False,-1,0.023082,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,1.109720,False,-1,0.023274,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.800903,False,-1,0.024224,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.798482,False,-1,0.023102,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.834023,False,-1,0.023954,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.805263,False,-1,0.023415,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.881143,False,-1,0.025707,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.779602,False,-1,0.023593,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.887721,False,-1,0.022981,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.757516,False,-1,0.023063,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.976656,False,-1,0.023052,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.744201,False,-1,0.025944,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,1.126422,False,-1,0.024727,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.789864,False,-1,0.023163,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.789409,False,-1,0.024501,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.827239,False,-1,0.024253,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.780490,False,-1,0.024041,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.849047,False,-1,0.025197,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000004,False,-1,0.782768,False,-1,0.023016,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.848410,False,-1,0.023014,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.757867,False,-1,0.023131,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.959067,False,-1,0.023118,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.755818,False,-1,0.023085,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.979321,False,-1,0.023071,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.740940,False,-1,0.024370,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.745741,False,-1,0.026399,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.780786,False,-1,0.025194,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.725534,False,-1,0.023054,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.756106,False,-1,0.023306,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.780490,False,-1,0.023366,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.787834,False,-1,0.023283,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.713975,False,-1,0.022940,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.850014,False,-1,0.022981,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.704654,False,-1,0.023051,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.917207,False,-1,0.023101,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.749116,False,-1,0.024987,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.739705,False,-1,0.023277,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.749248,False,-1,0.024368,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000003,False,-1,0.733007,False,-1,0.023578,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.780649,False,-1,0.026401,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.776061,False,-1,0.022969,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.818052,False,-1,0.023760,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.736610,False,-1,0.024346,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.872181,False,-1,0.023036,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.710725,False,-1,0.023043,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.967160,False,-1,0.023035,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.736171,False,-1,0.023030,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.720434,False,-1,0.023068,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.714587,False,-1,0.023097,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.700365,False,-1,0.023094,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.759730,False,-1,0.023035,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.720616,False,-1,0.023101,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.768762,False,-1,0.028404,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.699607,False,-1,0.023043,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.820226,False,-1,0.022997,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.731020,False,-1,0.024396,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.927742,False,-1,0.023010,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.714063,False,-1,0.023017,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.694449,False,-1,0.022938,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.724361,False,-1,0.023012,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.703869,False,-1,0.029107,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.718589,False,-1,0.023086,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.707013,False,-1,0.023659,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.783140,False,-1,0.023216,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.680516,False,-1,0.023235,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.804985,False,-1,0.023084,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.685814,False,-1,0.023132,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.873182,False,-1,0.022988,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.688398,False,-1,0.023063,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.720901,False,-1,0.024502,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.754020,False,-1,0.023046,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.718005,False,-1,0.023067,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000000,False,-1,0.718313,False,-1,0.023099,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.700069,False,-1,0.023024,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.760031,False,-1,0.022973,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.711123,False,-1,0.022920,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.811476,False,-1,0.023012,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.698058,False,-1,0.023092,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.829226,False,-1,0.023083,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.713124,False,-1,0.024817,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000002,False,-1,0.711900,False,-1,0.023003,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.717225,False,-1,0.022997,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.706002,False,-1,0.022975,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.759949,False,-1,0.023934,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000003,False,-1,0.716872,False,-1,0.023027,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.746117,False,-1,0.023085,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.700180,False,-1,0.023081,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.786887,False,-1,0.023032,False,-1,0.000000,False
6,4,3,True,0.047132,False,0.000001,False,-1,0.705787,False,-1,0.023008,False,-1,0.000000,False
