n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
3,4,3,False,0.000150,True,0.000001,True,17,0.000054,True,3,0.000033,True,5,0.000003,False
3,4,3,False,0.000150,True,0.000000,True,27,0.000081,True,3,0.000061,True,5,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,41,0.000125,True,3,0.000065,True,5,0.000002,False
3,4,3,False,0.000150,True,0.000000,True,38,0.000115,True,2,0.000027,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,34,0.000103,True,3,0.000080,True,6,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,37,0.000108,True,4,0.000095,True,5,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,44,0.000131,True,3,0.000070,True,6,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,31,0.000099,True,5,0.000102,True,5,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,22,0.000068,True,4,0.000083,True,4,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,39,0.000117,True,4,0.000094,True,4,0.000096,True
3,4,3,False,0.000150,True,0.000000,True,22,0.000066,True,3,0.000062,True,6,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,30,0.000091,True,2,0.000027,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,41,0.000123,True,4,0.000080,True,4,0.000001,False
3,4,3,False,0.000150,True,0.000000,True,20,0.000059,True,2,0.000020,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000000,True,30,0.000090,True,4,0.000082,True,4,0.000081,True
3,4,3,False,0.000150,True,0.000001,True,39,0.000118,True,4,0.000101,True,5,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,19,0.000057,True,3,0.000047,True,5,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,35,0.000104,True,4,0.000081,True,5,0.000003,False
3,4,3,False,0.000150,True,0.000001,True,14,0.000043,True,4,0.000081,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,24,0.000079,True,4,0.000093,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,38,0.000121,True,3,0.000069,True,4,0.000002,False
3,4,3,False,0.000150,True,0.000000,True,22,0.000065,True,3,0.000068,True,6,0.000003,False
3,4,3,False,0.000150,True,0.000000,True,37,0.000112,True,3,0.000051,True,5,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,21,0.000062,True,3,0.000066,True,5,0.000002,False
3,4,3,False,0.000150,True,0.000001,True,41,0.000129,True,3,0.000069,True,5,0.000002,False
