n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
4,7,3,False,0.016168,True,0.000002,True,1473,0.060814,True,7,0.006693,True,11,0.000014,False
4,7,3,False,0.016168,True,0.000001,True,834,0.014562,True,7,0.006457,True,7,0.006428,True
4,7,3,False,0.016168,True,0.000001,True,598,0.007365,True,4,0.000968,True,8,0.000006,False
4,7,3,False,0.016168,True,0.000001,True,485,0.024162,True,7,0.006300,True,9,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,1012,0.018442,True,7,0.005959,True,12,0.000010,False
4,7,3,False,0.016168,True,0.000002,True,1416,0.037271,True,6,0.003918,True,12,0.000009,False
4,7,3,False,0.016168,True,0.000002,True,1271,0.031893,True,6,0.003724,True,10,0.000008,False
4,7,3,False,0.016168,True,0.000002,True,764,0.014292,True,7,0.004993,True,10,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,2186,0.090788,True,7,0.006783,True,9,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,1475,0.040778,True,7,0.006560,True,10,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,1469,0.039343,True,8,0.007587,True,11,0.000007,False
4,7,3,False,0.016168,True,0.000004,True,1059,0.022348,True,7,0.006957,True,11,0.000010,False
4,7,3,False,0.016168,True,0.000001,True,906,0.017602,True,6,0.003050,True,10,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,947,0.017963,True,7,0.005330,True,10,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,1239,0.026829,True,7,0.005051,True,11,0.000008,False
4,7,3,False,0.016168,True,0.000001,True,2133,0.155377,True,4,0.000659,True,7,0.000006,False
4,7,3,False,0.016168,True,0.000001,True,1216,0.036509,True,8,0.007593,True,9,0.000007,False
4,7,3,False,0.016168,True,0.000001,True,1407,0.050090,True,7,0.005881,True,11,0.000008,False
