n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
7,3,5,True,0.027369,False,0.000002,False,-1,0.244533,False,-1,0.014669,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.219459,False,-1,0.014765,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.223102,False,-1,0.014558,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.305280,False,-1,0.014620,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.228552,False,-1,0.014561,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.241924,False,-1,0.015700,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.243917,False,-1,0.014574,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000000,False,-1,0.260478,False,-1,0.014533,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.207664,False,-1,0.014537,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.205858,False,-1,0.014566,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.208660,False,-1,0.014585,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.250214,False,-1,0.014523,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.219806,False,-1,0.014513,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.227491,False,-1,0.014537,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.241720,False,-1,0.014542,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000002,False,-1,0.261423,False,-1,0.014519,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000002,False,-1,0.196307,False,-1,0.014505,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.201960,False,-1,0.015106,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.212797,False,-1,0.014432,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.227060,False,-1,0.014591,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000002,False,-1,0.211197,False,-1,0.014527,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.213311,False,-1,0.014553,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.307225,False,-1,0.015473,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.236731,False,-1,0.014621,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.247729,False,-1,0.024129,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000002,False,-1,0.240037,False,-1,0.014537,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.252330,False,-1,0.014655,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.203248,False,-1,0.014460,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000002,False,-1,0.203316,False,-1,0.014386,False,-1,0.000000,False
7,3,5,True,0.027369,False,0.000001,False,-1,0.209254,False,-1,0.014419,False,-1,0.000000,False
