n,k,r,source_sink_from_different_branches,uf_build_time,uf_connected,uf_connected_time,dfs_connected,dfs_path_length,dfs_time,bfs_connected,bfs_path_length,bfs_time,fffp_connected,fffp_path_length,fffp_time,used_bfs
6,3,5,True,0.006690,False,0.000003,False,-1,0.016298,False,-1,0.003929,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000002,False,-1,0.017641,False,-1,0.003706,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014695,False,-1,0.003694,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.034279,False,-1,0.003719,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.015142,False,-1,0.003712,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.015530,False,-1,0.003748,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.018689,False,-1,0.003730,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014728,False,-1,0.003747,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.017076,False,-1,0.003744,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014705,False,-1,0.004063,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.016161,False,-1,0.003812,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000002,False,-1,0.014549,False,-1,0.003783,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.020327,False,-1,0.003947,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.020116,False,-1,0.003934,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000002,False,-1,0.016451,False,-1,0.004223,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.016871,False,-1,0.003743,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.015273,False,-1,0.003726,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014815,False,-1,0.003727,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000000,False,-1,0.018720,False,-1,0.003732,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014650,False,-1,0.003715,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.016872,False,-1,0.003719,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014693,False,-1,0.003701,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.035006,False,-1,0.003712,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014229,False,-1,0.003796,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000002,False,-1,0.015638,False,-1,0.003795,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.019265,False,-1,0.003737,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.014934,False,-1,0.003782,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.016606,False,-1,0.003847,False,-1,0.000000,False
6,3,5,True,0.006690,False,0.000001,False,-1,0.015120,False,-1,0.003774,False,-1,0.000000,False
